Student,Proficiency,Start_Time,End_Time
Quentin,A1,2020/4/9 13:30,2020/4/9 15:00
Quentin,A1,2020/4/11 13:30,2020/4/11 15:00
Rosa,B1,2020/3/24 13:00,2020/3/24 15:00
Rosa,B1,2020/3/27 19:00,2020/3/27 21:00
Rosa,B1,2020/5/5 12:15,2020/5/5 14:15
Rosa,B1,2020/5/10 18:00,2020/5/10 20:00
Rosa,B1,2020/5/19 12:15,2020/5/19 14:15
Rosa,B1,2020/5/21 19:15,2020/5/21 21:15
Rosa,B1,2020/6/2 12:15,2020/6/2 14:15
Rosa,B1,2020/6/16 12:15,2020/6/16 14:15
Rosa,B1,2020/6/30 12:15,2020/6/30 14:15
Samuel,A1,2020/9/25 10:00,2020/9/25 12:00
Samuel,A1,2020/10/1 8:00,2020/10/1 10:00
Samuel,A1,2020/10/2 10:00,2020/10/2 11:30
Samuel,A1,2020/10/4 10:30,2020/10/4 12:00
Samuel,A1,2020/10/8 8:30,2020/10/8 10:00
Samuel,A1,2020/10/9 23:00,2020/10/10 1:00
Samuel,A1,2020/10/15 2:20,2020/10/15 3:20
Thea,B2,2020/5/14 2:30,2020/5/14 4:00
Thea,B2,2020/5/23 10:30,2020/5/23 12:00
Thea,B2,2020/5/25 10:30,2020/5/25 12:00
Thea,B2,2020/6/1 10:30,2020/6/1 12:00
Thea,B2,2020/6/4 2:30,2020/6/4 4:00
Thea,B2,2020/6/8 10:45,2020/6/8 12:15
Thea,B2,2020/6/12 23:00,2020/6/13 0:30
Thea,B2,2020/6/15 10:45,2020/6/15 12:15
Thea,B2,2020/6/18 2:30,2020/6/18 4:00
Thea,B2,2020/6/29 10:45,2020/6/29 12:15
Thea,B2,2020/8/7 22:30,2020/8/8 0:00
Thea,B2,2020/8/9 22:40,2020/8/10 0:10
Thea,B2,2020/8/23 22:30,2020/8/24 0:00
Ulrich,B2,2021/3/28 18:00,2021/3/28 19:00
Ulrich,B2,2021/4/4 22:00,2021/4/4 23:00
Ulrich,B2,2021/4/11 2:50,2021/4/11 3:50
Ulrich,B2,2021/4/22 18:00,2021/4/22 19:00
Ulrich,B2,2021/4/25 18:00,2021/4/25 19:00
Ulrich,B2,2021/5/2 18:00,2021/5/2 19:00
Ulrich,B2,2021/5/9 18:00,2021/5/9 19:00
Ulrich,B2,2021/5/16 18:00,2021/5/16 19:00
Ulrich,B2,2021/5/23 18:00,2021/5/23 19:00
Ulrich,B2,2021/5/30 18:00,2021/5/30 19:00
Ulrich,B2,2021/6/9 19:00,2021/6/9 20:00
Ulrich,B2,2021/6/16 19:00,2021/6/16 20:00
Ulrich,B2,2021/6/30 19:00,2021/6/30 20:00
Ulrich,B2,2021/7/11 3:00,2021/7/11 4:00
Ulrich,B2,2021/7/18 4:00,2021/7/18 5:00
Ulrich,B2,2021/7/25 4:00,2021/7/25 6:00
Ulrich,B2,2021/8/1 4:00,2021/8/1 6:00
Viktoria,A1,2020/8/1 21:30,2020/8/1 23:00
Viktoria,A1,2020/8/2 20:55,2020/8/2 22:25
Viktoria,A1,2020/8/8 21:30,2020/8/8 23:00
Viktoria,A1,2020/8/9 20:50,2020/8/9 22:20
Viktoria,A1,2020/8/11 20:30,2020/8/11 22:00
Viktoria,A1,2020/8/16 20:45,2020/8/16 22:15
Viktoria,A1,2020/8/18 20:30,2020/8/18 22:00
Viktoria,A1,2020/9/19 21:30,2020/9/19 23:00
Viktoria,A1,2020/9/20 20:50,2020/9/20 22:20
Viktoria,A1,2020/9/22 20:30,2020/9/22 22:00
Viktoria,A1,2020/9/26 21:30,2020/9/26 23:00
Viktoria,A1,2020/9/29 21:00,2020/9/29 22:30
Viktoria,A1,2020/10/13 20:30,2020/10/13 22:00
Viktoria,A1,2020/11/10 21:00,2020/11/10 22:30
Viktoria,A1,2020/11/15 21:00,2020/11/15 22:30
Viktoria,A1,2020/11/22 21:00,2020/11/22 22:30
Viktoria,A1,2020/11/27 21:00,2020/11/27 22:30
Viktoria,A1,2020/12/1 20:30,2020/12/1 22:00
Viktoria,A1,2020/12/4 21:00,2020/12/4 22:30
Viktoria,A1,2020/12/8 20:30,2020/12/8 22:00
Viktoria,A1,2020/12/13 21:10,2020/12/13 22:40
Viktoria,A1,2020/12/15 20:30,2020/12/15 22:00
Viktoria,A1,2020/12/18 21:35,2020/12/18 23:05
Viktoria,A1,2020/12/27 21:00,2020/12/27 22:30
Viktoria,A1,2020/12/29 20:30,2020/12/29 22:00
Viktoria,A1,2021/1/3 21:00,2021/1/3 22:30
Viktoria,A1,2021/1/5 20:30,2021/1/5 22:00
Viktoria,A1,2021/1/12 20:30,2021/1/12 22:00
Willi,A2,2020/3/8 2:30,2020/3/8 4:30
Willi,A2,2020/3/9 2:00,2020/3/9 4:00
Willi,A2,2020/3/11 0:00,2020/3/11 2:00
Willi,A2,2020/3/12 1:30,2020/3/12 4:00
Willi,A2,2020/3/16 3:00,2020/3/16 5:00
Xenia,A1,2021/4/16 18:00,2021/4/16 19:00
Xenia,A1,2021/4/21 17:00,2021/4/21 18:00
Xenia,A1,2021/5/1 18:00,2021/5/1 19:00
Xenia,A1,2021/7/18 1:30,2021/7/18 2:30
Xenia,A1,2021/7/20 1:35,2021/7/20 2:35
Xenia,A1,2021/7/25 1:30,2021/7/25 2:30
Xenia,A1,2021/7/28 19:00,2021/7/28 20:00
Xenia,A1,2021/8/1 1:30,2021/8/1 2:30
Yara,B1,2020/3/18 2:00,2020/3/18 4:15
Yara,B1,2020/3/20 12:00,2020/3/20 14:00
Yara,B1,2020/3/25 4:30,2020/3/25 6:45
Yara,B1,2020/3/26 1:00,2020/3/26 3:00
Yara,B1,2020/3/31 6:00,2020/3/31 8:00
Yara,B1,2020/4/1 3:00,2020/4/1 5:00
Yara,B1,2020/4/8 3:30,2020/4/8 5:30
Yara,B1,2020/4/9 0:00,2020/4/9 2:00
Yara,B1,2020/4/10 8:50,2020/4/10 10:50
Yara,B1,2020/4/13 9:00,2020/4/13 11:00
Yara,B1,2020/4/22 3:30,2020/4/22 5:30
Yara,B1,2020/4/29 3:30,2020/4/29 5:30
Yara,B1,2020/5/26 5:45,2020/5/26 7:45
Yara,B1,2020/6/4 0:15,2020/6/4 2:15
Yara,B1,2020/6/6 5:00,2020/6/6 7:00
Yara,B1,2020/6/17 4:00,2020/6/17 5:30
Yara,B1,2020/6/18 0:15,2020/6/18 2:15
Yara,B1,2020/7/1 3:30,2020/7/1 5:30
Yara,B1,2020/7/2 0:15,2020/7/2 2:15
Zoe,A1,2020/10/30 23:00,2020/10/31 1:00
Zoe,A1,2020/10/31 23:00,2020/11/1 1:00
Zoe,A1,2020/11/5 21:00,2020/11/5 23:00
Zoe,A1,2020/11/9 22:00,2020/11/10 0:00
Zoe,A1,2020/11/11 2:10,2020/11/11 4:00
Zoe,A1,2020/11/12 21:00,2020/11/12 23:00
Zoe,A1,2020/11/13 23:00,2020/11/14 1:00
Zoe,A1,2020/11/23 22:00,2020/11/24 0:00
Zoe,A1,2020/11/26 21:00,2020/11/26 23:00
Zoe,A1,2020/11/27 23:00,2020/11/28 1:00
Zoe,A1,2020/12/8 17:20,2020/12/8 19:00
Zoe,A1,2020/12/12 22:00,2020/12/12 23:35
Zoe,A1,2020/12/15 17:00,2020/12/15 19:00
Zoe,A1,2020/12/17 20:30,2020/12/17 22:30
Zoe,A1,2020/12/18 17:00,2020/12/18 19:00
Zoe,A1,2020/12/24 22:30,2020/12/25 0:30
Zoe,A1,2020/12/29 17:00,2020/12/29 19:00
Zoe,A1,2021/1/6 1:00,2021/1/6 3:00
Zoe,A1,2021/1/6 20:35,2021/1/6 22:35
Zoe,A2,2021/1/7 20:30,2021/1/7 22:30
Zoe,A1,2021/1/8 23:00,2021/1/9 1:00
Zoe,A2,2021/1/17 23:00,2021/1/18 1:00
Zoe,A2,2021/1/20 20:30,2021/1/20 22:30
Zoe,A2,2021/1/22 23:00,2021/1/23 1:00
Zoe,A2,2021/1/24 23:00,2021/1/25 1:00
Zoe,A2,2021/2/8 23:00,2021/2/9 1:00
Zoe,A2,2021/2/26 23:00,2021/2/27 1:00
Zoe,A2,2021/3/2 1:30,2021/3/2 3:30
Zoe,A2,2021/3/5 23:00,2021/3/6 1:00
Zoe,A2,2021/3/8 20:30,2021/3/8 22:30
Zoe,A2,2021/3/12 23:00,2021/3/13 1:00
Zoe,A2,2021/3/15 17:00,2021/3/15 19:00
Zoe,A2,2021/3/22 17:00,2021/3/22 19:00
Zoe,A2,2021/3/26 23:00,2021/3/27 1:00
Zoe,A2,2021/3/29 17:00,2021/3/29 19:00
Zoe,A2,2021/5/24 1:00,2021/5/24 3:00
Zoe,A2,2021/5/28 4:00,2021/5/28 6:00
Zoe,A2,2021/5/31 1:00,2021/5/31 3:00
Zoe,A2,2021/6/4 23:00,2021/6/5 1:00
Zoe,A2,2021/6/7 1:00,2021/6/7 3:00
Zoe,A2,2021/6/11 23:00,2021/6/12 1:00
Zoe,A2,2021/6/18 23:00,2021/6/19 1:00
Zoe,A2,2021/6/21 1:00,2021/6/21 3:00
Zoe,A2,2021/6/25 23:00,2021/6/26 1:00
Zoe,A2,2021/6/28 1:00,2021/6/28 3:00
Zoe,A2,2021/7/9 23:00,2021/7/10 1:00
Zoe,A2,2021/7/16 23:00,2021/7/17 1:00
Zoe,A2,2021/7/19 1:00,2021/7/19 3:00
Zoe,A2,2021/7/26 1:00,2021/7/26 3:00
Zoe,A2,2021/7/26 17:00,2021/7/26 17:30
Zoe,A2,2021/7/26 22:30,2021/7/27 0:00
Zoe,A2,2021/8/2 1:00,2021/8/2 3:00
Adrian,B2,2021/4/18 23:00,2021/4/19 0:00
Adrian,B2,2021/4/23 1:30,2021/4/23 2:30
Adrian,B2,2021/4/27 17:00,2021/4/27 18:00
Adrian,B2,2021/4/30 1:30,2021/4/30 2:30
Adrian,B2,2021/5/2 21:30,2021/5/2 22:30
Adrian,B2,2021/5/7 1:30,2021/5/7 2:30
Adrian,B2,2021/5/7 21:30,2021/5/7 22:30
Adrian,B2,2021/5/9 21:30,2021/5/9 23:30
Adrian,B2,2021/5/14 1:30,2021/5/14 2:30
Adrian,B2,2021/5/16 21:30,2021/5/16 22:30
Adrian,B2,2021/5/18 1:30,2021/5/18 2:30
Adrian,B2,2021/5/21 4:30,2021/5/21 5:30
Adrian,B2,2021/5/21 21:30,2021/5/21 22:30
Adrian,B2,2021/5/22 21:30,2021/5/22 22:30
Adrian,B2,2021/5/23 21:30,2021/5/23 22:30
Adrian,B2,2021/5/28 1:30,2021/5/28 2:30
Adrian,B2,2021/5/28 21:30,2021/5/28 23:30
Adrian,B2,2021/6/4 21:00,2021/6/4 22:30
Adrian,B2,2021/6/9 22:00,2021/6/9 23:30
Adrian,B2,2021/6/11 21:00,2021/6/11 22:30
Adrian,B2,2021/6/14 4:30,2021/6/14 6:00
Adrian,B2,2021/6/25 21:00,2021/6/25 22:30
Adrian,B2,2021/6/27 21:00,2021/6/27 22:30
Adrian,B2,2021/7/2 21:00,2021/7/2 23:00
Bianca,B2,2021/5/3 21:00,2021/5/3 22:30
Bianca,B2,2021/5/10 21:00,2021/5/10 22:30
Bianca,B2,2021/5/17 21:00,2021/5/17 22:30
Bianca,B2,2021/5/31 21:00,2021/5/31 22:30
Bianca,B2,2021/6/7 21:00,2021/6/7 22:30
Bianca,B2,2021/7/9 4:30,2021/7/9 6:00
Bianca,B2,2021/7/25 17:30,2021/7/25 19:00
Bianca,B2,2021/8/1 17:30,2021/8/1 19:00
Christoph,A2,2020/7/22 0:00,2020/7/22 1:00
Christoph,A2,2020/7/24 3:30,2020/7/24 4:30
Christoph,A2,2020/11/10 17:00,2020/11/10 19:00
Christoph,A2,2020/11/11 17:00,2020/11/11 19:00
Christoph,A2,2020/11/18 17:30,2020/11/18 18:30
Christoph,A2,2020/11/26 17:00,2020/11/26 18:00
Christoph,A2,2020/12/1 18:00,2020/12/1 19:00
Christoph,A2,2020/12/3 17:00,2020/12/3 19:00
Christoph,A2,2020/12/16 17:00,2020/12/16 18:00
Christoph,A2,2020/12/24 19:00,2020/12/24 20:00
Christoph,A2,2020/12/28 4:00,2020/12/28 6:00
Christoph,A2,2021/1/1 3:00,2021/1/1 5:00
Christoph,A2,2021/1/8 3:00,2021/1/8 5:00
Christoph,A2,2021/1/12 1:30,2021/1/12 2:30
Christoph,A2,2021/1/15 3:00,2021/1/15 5:00
Christoph,A2,2021/1/17 17:00,2021/1/17 19:00
Christoph,A2,2021/2/9 17:00,2021/2/9 19:00
Daniela,B1,2020/11/14 1:30,2020/11/14 2:30
Daniela,B1,2020/11/19 5:00,2020/11/19 6:00
Daniela,B1,2020/11/21 1:30,2020/11/21 2:30
Daniela,A2,2020/11/25 0:00,2020/11/25 1:00
Daniela,A2,2020/11/28 1:30,2020/11/28 2:30
Daniela,A2,2020/12/2 0:00,2020/12/2 1:00
Daniela,A2,2020/12/9 0:00,2020/12/9 1:00
Daniela,A2,2020/12/15 3:00,2020/12/15 4:00
Daniela,B1,2020/12/16 0:00,2020/12/16 1:00
Daniela,B1,2020/12/20 1:30,2020/12/20 2:30
Daniela,B1,2020/12/23 0:00,2020/12/23 1:00
Daniela,B1,2020/12/28 0:00,2020/12/28 1:00
Daniela,B1,2020/12/31 0:30,2020/12/31 1:30
Daniela,B1,2021/1/5 3:30,2021/1/5 4:30
Daniela,B1,2021/1/9 1:30,2021/1/9 2:30
Daniela,B1,2021/1/13 0:00,2021/1/13 1:00
Daniela,B1,2021/1/16 1:30,2021/1/16 2:30
Daniela,B1,2021/2/10 0:00,2021/2/10 1:00
Daniela,B1,2021/2/16 1:30,2021/2/16 2:30
Daniela,B1,2021/2/27 1:30,2021/2/27 2:30
Daniela,B1,2021/3/3 0:00,2021/3/3 1:00
Daniela,B1,2021/3/6 1:30,2021/3/6 2:30
Daniela,B1,2021/3/10 0:00,2021/3/10 1:00
Daniela,B1,2021/3/13 1:30,2021/3/13 2:30
Daniela,B1,2021/3/20 1:30,2021/3/20 2:30
Elias,A1,2020/2/14 12:00,2020/2/14 13:30
Elias,A1,2020/2/17 12:00,2020/2/17 13:30
Elias,A1,2020/2/21 12:00,2020/2/21 13:30
Elias,A1,2020/2/24 8:30,2020/2/24 10:00
Elias,A1,2020/3/4 8:00,2020/3/4 10:00
Elias,A1,2020/3/5 10:00,2020/3/5 12:00
Elias,A1,2020/3/10 12:00,2020/3/10 14:00
Elias,A2,2020/3/17 12:00,2020/3/17 14:00
Elias,A2,2020/3/19 10:00,2020/3/19 11:30
Elias,A2,2020/3/30 6:00,2020/3/30 8:15
Elias,A2,2020/4/1 11:00,2020/4/1 13:00
Elias,A2,2020/4/2 9:00,2020/4/2 11:00
Elias,A2,2020/4/21 10:00,2020/4/21 12:00
Elias,A2,2020/4/27 11:00,2020/4/27 12:00
Elias,A2,2020/6/4 9:00,2020/6/4 11:00
Elias,A2,2020/6/9 10:00,2020/6/9 11:00
Elias,A2,2020/6/14 9:00,2020/6/14 10:30
Elias,A2,2020/6/18 9:00,2020/6/18 10:30
Elias,A2,2020/7/1 10:00,2020/7/1 12:00
Elias,A2,2020/7/15 2:00,2020/7/15 4:00
Elias,A2,2020/7/30 0:45,2020/7/30 2:15
Elias,A2,2020/8/5 2:00,2020/8/5 3:00
Elias,A2,2020/8/6 1:30,2020/8/6 3:30
Elias,A2,2020/8/12 2:00,2020/8/12 3:30
Elias,A2,2020/8/13 1:30,2020/8/13 3:00
Elias,A2,2020/8/27 1:30,2020/8/27 3:00
Elias,A2,2020/9/23 0:00,2020/9/23 1:30
Elias,A2,2020/10/7 0:00,2020/10/7 1:00
Elias,A2,2020/10/8 4:30,2020/10/8 6:00
Elias,A2,2020/10/14 0:00,2020/10/14 1:30
Elias,A2,2020/10/15 4:30,2020/10/15 6:00
Elias,A2,2020/10/21 0:00,2020/10/21 1:30
Elias,A2,2020/10/22 5:00,2020/10/22 6:00
Elias,A2,2020/10/28 0:00,2020/10/28 1:30
Elias,A2,2020/10/29 4:30,2020/10/29 6:00
Friederike,B1,2020/9/22 17:00,2020/9/22 18:00
Friederike,B1,2020/9/25 19:00,2020/9/25 20:00
Friederike,B1,2020/9/29 17:00,2020/9/29 18:00
Friederike,B1,2020/10/1 19:00,2020/10/1 20:00
Friederike,B1,2020/10/10 17:00,2020/10/10 18:00
Friederike,B1,2020/10/13 17:00,2020/10/13 18:00
Friederike,B1,2020/10/15 19:00,2020/10/15 20:00
Friederike,B1,2020/10/22 19:00,2020/10/22 20:00
Friederike,B1,2020/10/24 17:00,2020/10/24 18:00
Friederike,B1,2020/10/31 17:00,2020/10/31 18:00
Friederike,B2,2020/11/3 17:00,2020/11/3 18:00
Friederike,B2,2020/11/24 17:00,2020/11/24 18:00
Friederike,B2,2020/11/25 23:00,2020/11/26 0:00
Friederike,B2,2020/12/1 22:30,2020/12/1 23:30
Friederike,B2,2020/12/2 22:00,2020/12/2 23:00
Friederike,B2,2020/12/8 22:30,2020/12/8 23:30
Friederike,B2,2020/12/10 5:00,2020/12/10 6:00
Friederike,B2,2020/12/15 22:30,2020/12/15 23:30
Friederike,B2,2020/12/16 23:00,2020/12/17 0:00
Friederike,B2,2020/12/22 22:30,2020/12/22 23:30
Friederike,B2,2020/12/23 23:00,2020/12/24 0:00
Friederike,B2,2020/12/30 22:00,2020/12/31 0:00
Friederike,B2,2021/1/5 22:30,2021/1/5 23:30
Friederike,B2,2021/1/6 23:00,2021/1/7 0:00
Friederike,B2,2021/1/20 5:00,2021/1/20 6:00
Friederike,B2,2021/1/25 23:00,2021/1/26 0:00
Friederike,B2,2021/1/26 22:30,2021/1/26 23:30
Friederike,B2,2021/1/27 23:10,2021/1/28 0:10
Friederike,B2,2021/3/10 2:40,2021/3/10 3:40
Friederike,B2,2021/3/10 18:30,2021/3/10 19:30
Friederike,B2,2021/3/17 2:30,2021/3/17 3:30
Friederike,B2,2021/3/24 2:30,2021/3/24 3:30
Friederike,B2,2021/3/25 0:00,2021/3/25 1:00
Friederike,B2,2021/3/31 2:30,2021/3/31 3:30
Friederike,B2,2021/4/8 0:00,2021/4/8 2:00
Friederike,B2,2021/4/14 2:30,2021/4/14 3:30
Friederike,B2,2021/4/15 0:00,2021/4/15 1:00
Friederike,B2,2021/4/22 0:00,2021/4/22 1:00
Friederike,B2,2021/5/3 4:00,2021/5/3 5:00
Friederike,B2,2021/5/5 2:30,2021/5/5 3:30
Friederike,B2,2021/5/6 4:00,2021/5/6 5:00
Friederike,B2,2021/5/12 2:30,2021/5/12 3:30
Friederike,B2,2021/5/13 0:00,2021/5/13 1:00
Friederike,B2,2021/5/19 3:30,2021/5/19 4:30
Friederike,B2,2021/5/27 0:00,2021/5/27 2:00
Friederike,B2,2021/6/3 0:00,2021/6/3 2:00
Friederike,B2,2021/6/9 4:00,2021/6/9 6:00
Friederike,B2,2021/7/5 4:00,2021/7/5 6:00
Friederike,B2,2021/7/10 5:00,2021/7/10 6:00
Friederike,B2,2021/7/11 5:00,2021/7/11 6:00
Friederike,B2,2021/7/16 18:00,2021/7/16 19:00
Friederike,B2,2021/7/17 21:30,2021/7/17 22:30
Gabriel,A1,2020/6/17 7:30,2020/6/17 8:30
Gabriel,A1,2020/6/19 2:00,2020/6/19 3:00
Gabriel,A1,2020/6/29 5:00,2020/6/29 7:00
Gabriel,A1,2020/6/30 6:30,2020/6/30 7:30
Gabriel,A1,2020/7/9 17:00,2020/7/9 18:00
Gabriel,A1,2020/7/11 18:30,2020/7/11 19:30
Gabriel,A1,2020/7/16 17:00,2020/7/16 18:00
Gabriel,A1,2020/7/17 22:30,2020/7/17 23:30
Gabriel,A1,2020/7/18 18:30,2020/7/18 19:30
Gabriel,A1,2020/7/20 21:30,2020/7/20 22:30
Gabriel,A1,2020/7/25 18:30,2020/7/25 19:30
Gabriel,A1,2020/8/1 18:30,2020/8/1 19:30
Gabriel,A1,2020/8/3 21:15,2020/8/3 23:15
Gabriel,A1,2020/8/6 17:00,2020/8/6 18:00
Gabriel,A1,2020/8/8 18:30,2020/8/8 19:30
Gabriel,A1,2020/8/10 21:30,2020/8/10 22:30
Gabriel,A1,2020/8/15 18:30,2020/8/15 19:30
Gabriel,A1,2020/8/17 21:30,2020/8/17 22:30
Gabriel,A1,2020/8/20 17:00,2020/8/20 18:00
Gabriel,A1,2020/8/22 19:10,2020/8/22 20:10
Gabriel,A1,2020/8/24 21:30,2020/8/24 22:30
Gabriel,A1,2020/9/27 23:00,2020/9/28 1:00
Gabriel,A1,2020/10/7 4:00,2020/10/7 6:00
Gabriel,A1,2020/10/28 4:00,2020/10/28 6:00
Gabriel,A1,2020/10/31 2:30,2020/10/31 4:30
Gabriel,A1,2020/11/4 4:00,2020/11/4 6:00
Gabriel,A1,2020/11/22 23:00,2020/11/23 1:00
Gabriel,A1,2020/12/1 3:35,2020/12/1 4:35
Gabriel,A1,2020/12/2 4:00,2020/12/2 6:00
Gabriel,A1,2020/12/4 4:00,2020/12/4 5:00
Gabriel,A1,2020/12/6 2:00,2020/12/6 3:00
Gabriel,A1,2020/12/8 1:30,2020/12/8 2:30
Gabriel,A1,2020/12/12 0:00,2020/12/12 1:00
Gabriel,A1,2020/12/13 3:00,2020/12/13 4:00
Gabriel,A1,2020/12/15 1:00,2020/12/15 2:00
Gabriel,A1,2021/1/7 5:00,2021/1/7 6:00
Gabriel,A1,2021/1/8 14:00,2021/1/8 15:00
Gabriel,A1,2021/1/15 11:00,2021/1/15 12:00
Gabriel,A1,2021/1/27 11:30,2021/1/27 12:30
Gabriel,A1,2021/2/10 11:30,2021/2/10 12:30
Gabriel,A1,2021/2/12 11:30,2021/2/12 12:30
Gabriel,A1,2021/2/27 12:30,2021/2/27 13:30
Gabriel,A1,2021/2/28 11:30,2021/2/28 12:30
Gabriel,A1,2021/3/10 14:30,2021/3/10 15:30
Gabriel,A1,2021/3/12 14:00,2021/3/12 15:00
Gabriel,A1,2021/3/16 12:00,2021/3/16 13:00
Gabriel,A1,2021/3/17 11:30,2021/3/17 12:30
Gabriel,A1,2021/3/21 13:00,2021/3/21 14:00
Gabriel,A1,2021/3/23 11:00,2021/3/23 12:00
Gabriel,A1,2021/3/29 12:30,2021/3/29 13:30
Gabriel,A1,2021/4/5 12:30,2021/4/5 13:30
Gabriel,A1,2021/4/13 12:00,2021/4/13 13:00
Gabriel,A1,2021/4/18 12:30,2021/4/18 13:30
Gabriel,A1,2021/4/22 11:00,2021/4/22 12:00
Gabriel,A1,2021/4/23 12:30,2021/4/23 13:30
Gabriel,A1,2021/5/7 15:30,2021/5/7 16:30
Gabriel,A1,2021/5/8 16:00,2021/5/8 17:00
Gabriel,A1,2021/5/9 13:45,2021/5/9 14:45
Gabriel,A1,2021/5/13 15:30,2021/5/13 16:30
Gabriel,A1,2021/5/14 15:30,2021/5/14 16:30
Gabriel,A1,2021/5/15 16:00,2021/5/15 17:00
Gabriel,A1,2021/5/20 14:00,2021/5/20 15:00
Gabriel,A1,2021/5/23 14:00,2021/5/23 15:00
Gabriel,A1,2021/5/24 14:00,2021/5/24 15:00
Gabriel,A1,2021/6/18 5:00,2021/6/18 6:00
Gabriel,A1,2021/6/20 5:00,2021/6/20 6:00
Gabriel,A1,2021/6/22 9:30,2021/6/22 10:30
Gabriel,A1,2021/7/3 5:00,2021/7/3 6:00
Gabriel,A1,2021/7/4 12:15,2021/7/4 13:15
Hannah,B1,2020/7/22 15:00,2020/7/22 17:00
Hannah,B1,2020/7/29 15:00,2020/7/29 17:00
Hannah,B1,2020/8/26 15:00,2020/8/26 17:00
Hannah,B1,2020/9/23 15:00,2020/9/23 17:00
Ismael,A1,2020/11/9 13:00,2020/11/9 15:00
Ismael,A1,2020/11/25 16:00,2020/11/25 17:00
Ismael,A1,2020/12/19 14:00,2020/12/19 15:00
Ismael,A1,2020/12/23 16:00,2020/12/23 17:00
Ismael,A1,2021/1/4 6:00,2021/1/4 7:00
Ismael,A1,2021/1/5 4:00,2021/1/5 5:00
Ismael,A1,2021/1/8 4:00,2021/1/8 5:00
Ismael,A1,2021/1/9 4:00,2021/1/9 5:00
Ismael,A1,2021/1/11 6:00,2021/1/11 7:00
Ismael,A1,2021/1/12 4:00,2021/1/12 5:00
Ismael,A1,2021/1/15 16:00,2021/1/15 17:00
Ismael,A1,2021/1/18 16:00,2021/1/18 17:00
Ismael,A1,2021/1/22 14:00,2021/1/22 15:00
Ismael,A1,2021/1/23 15:00,2021/1/23 17:00
Ismael,A1,2021/1/26 8:00,2021/1/26 9:00
Ismael,A1,2021/2/8 8:00,2021/2/8 9:00
Ismael,A1,2021/2/10 8:00,2021/2/10 9:30
Ismael,A1,2021/2/11 15:00,2021/2/11 17:00
Ismael,A1,2021/2/12 13:30,2021/2/12 15:00
Ismael,A1,2021/2/28 10:00,2021/2/28 11:00
Ismael,A1,2021/3/1 15:00,2021/3/1 17:00
Ismael,A1,2021/3/2 4:00,2021/3/2 5:00
Ismael,A1,2021/3/7 8:00,2021/3/7 9:00
Ismael,A1,2021/3/13 13:30,2021/3/13 14:30
Ismael,A1,2021/3/14 8:00,2021/3/14 10:00
Ismael,A1,2021/3/17 5:45,2021/3/17 7:00
Ismael,A1,2021/3/20 13:30,2021/3/20 14:30
Ismael,A1,2021/3/21 11:30,2021/3/21 12:30
Ismael,A1,2021/3/23 4:10,2021/3/23 6:00
Ismael,A1,2021/3/24 7:00,2021/3/24 9:00
Ismael,A1,2021/3/28 8:30,2021/3/28 10:30
Ismael,A1,2021/3/30 15:00,2021/3/30 17:00
Ismael,A1,2021/3/31 7:00,2021/3/31 9:00
Jana,A1,2021/7/11 15:30,2021/7/11 17:00
Jana,A1,2021/7/18 15:30,2021/7/18 17:00
Jana,A1,2021/7/19 15:30,2021/7/19 17:00
Jana,A1,2021/7/23 15:30,2021/7/23 17:00
Jana,A1,2021/7/25 15:30,2021/7/25 17:00
Jana,A1,2021/7/27 11:00,2021/7/27 12:30
Jana,A1,2021/7/30 15:30,2021/7/30 17:00
Jana,A1,2021/8/1 15:30,2021/8/1 17:00
Konstantin,B1,2020/1/3 12:00,2020/1/3 14:00
Konstantin,B1,2020/1/5 12:00,2020/1/5 14:00
Konstantin,B1,2020/1/7 12:00,2020/1/7 14:00
Konstantin,B1,2020/1/10 12:00,2020/1/10 14:00
Konstantin,B1,2020/1/12 12:00,2020/1/12 14:00
Konstantin,B1,2020/1/14 12:00,2020/1/14 14:00
Leonie,A1,2020/4/5 11:00,2020/4/5 13:00
Leonie,A1,2020/4/12 17:00,2020/4/12 19:00
Leonie,A1,2020/4/21 10:00,2020/4/21 12:00
Leonie,A1,2020/5/3 14:00,2020/5/3 16:00
Leonie,A1,2020/5/20 13:30,2020/5/20 15:30
Leonie,A1,2020/6/7 17:00,2020/6/7 19:00
Leonie,A1,2020/6/30 10:00,2020/6/30 12:00
Leonie,A1,2020/7/22 5:00,2020/7/22 7:00
Leonie,A1,2020/7/29 5:30,2020/7/29 7:30
Leonie,A1,2020/8/5 5:30,2020/8/5 7:30
Leonie,A1,2020/8/26 5:30,2020/8/26 7:30
Leonie,A1,2020/9/24 15:00,2020/9/24 17:00
Leonie,A1,2020/10/11 15:00,2020/10/11 17:00
Leonie,A1,2020/10/22 15:00,2020/10/22 17:00
Leonie,A1,2020/11/5 15:00,2020/11/5 17:00
Michael,A1,2020/5/15 18:00,2020/5/15 20:00
Michael,A1,2020/5/22 18:00,2020/5/22 20:00
Michael,A1,2020/5/24 18:30,2020/5/24 20:30
Michael,A1,2020/5/29 18:00,2020/5/29 20:00
Michael,A1,2020/5/31 18:30,2020/5/31 20:30
Michael,A1,2020/6/5 19:00,2020/6/5 20:00
Michael,A1,2020/6/7 19:15,2020/6/7 20:15
Michael,A1,2020/6/12 19:00,2020/6/12 20:00
